,Channel ID,Channel Name,Created,Description,Genre,Subscriber Count,Subscriber/Video,Video Count,View Count,Views/Subscriber,Views/Video,Comments/Upload,Comments/View,Days/Upload,Dislikes/Upload,Dislikes/View,Growth Rate,Likes/Upload,Likes/View,Views/Upload
12,UC31J-GnK6dQY0p2orKnMN_Q,Shammi Vlogs,2018-01-23,Australian social media entertainer living in his own world of weirdness. Subscribe for daily entertainment.,Vlog,35711,1020.3142857142857,35,1959315,54.8658676598247,55980.42857142857,108.2,0.2100342518357904,3.0,30.771428571428572,0.05635386788873768,-0.44433009898593123,1433.9714285714285,2.6963236463404834,56054.2
13,UCD4D62KnfkMyEeQYtadR8pQ,Matt Murphy Vlogs,2018-01-23,"Hey guys! I'm Matt Murphy. I just wan to say that it is great to share everything i do with you guys. Although it might not be the most exciting life, i hope you guys ...",Vlog,27,0.5625,48,1730,64.07407407407408,36.041666666666664,0.3125,1.0966245398615535,2.1,0.14583333333333334,0.3319412018415813,-0.34146983260331576,1.25,3.2558896257006227,35.979166666666664
14,UCaajajITkJY7TZdFyDptULg,HAYAT VLOG,2018-01-22,انا حياة يوتوبرز من أكادير أحب كل ما يتعلق بالموضة والتجميل المطبخ الديكور وبعد الاحيان الضحك تابعوني لتتعر...,Vlog,29686,659.6888888888889,45,2202498,74.19315502256956,48944.4,380.7111111111111,0.9220123649062844,2.3,184.46666666666667,0.3791982765104845,-0.8390621832690156,1252.0666666666666,3.089639834070484,49027.13333333333
15,UCW2lHx5HWsnvKUBbgE6NfJg,HvsH Vlog,2018-01-18,"35.534.222 lượt xem Đã tham gia 12 thg 3, 2016 • Kênh vlog của mình chuyên làm các video mang tính giải trí như: Trò chơi, chế tạo, trải nghiệm, thử nghiệm,...",Vlog,2552,34.486486486486484,74,505219,197.9698275862069,6827.283783783784,1.84,0.5962237138319992,1.6,0.46,0.24489584370324544,0.25558817096293307,7.0,2.8332490102699888,234.8
16,UC7k4N9v86qISAJIQ7lIIkHA,Sherry's Vlogs,2018-01-15,"Mabuhay! Welcome to my channel. I'm a Filipina mum, wife, nurse living in England, U.K. Please don't forget to SUBSCRIBE,LIKE, SHARE,& COMMENT.",Vlog,272,14.31578947368421,19,1367,5.025735294117647,71.94736842105263,13.421052631578947,20.132991982252534,5.7,0.0,0.0,0.10669432697700677,11.526315789473685,16.90333034210008,71.63157894736842
17,UC1VmjdtrOXHOAzxCbyZmc-Q,Vlog- boy06 Boy,2018-01-14,,Vlog,32,3.2,10,945,29.53125,94.5,3.4,6.367696442323307,11.0,7.2,7.348286767852599,-0.7287112077514727,5.1,7.345510052823322,93.3
18,UCOVCSnV_AIWA4OxbPSLyi_w,Big Doug Vlogs,2018-01-08,"OFFICIAL AND UNDISPUTED WHITE TRASH PIECE OF SHIT. BUY ALL OF MY SHIT BECAUSE I'M A BROKE ASS BITCH. FUCK YOU, OK?",Vlog,159,4.076923076923077,39,6586,41.42138364779874,168.87179487179486,9.923076923076923,6.349409283981609,3.0,6.102564102564102,4.534854346235968,0.5903415903987116,8.692307692307692,6.9332805679024405,168.43589743589743
19,UCCeulfxFF__zilJ80_kZMFg,Aurelie The family Vlog,2018-01-06,Bienvenue sur mon Vlog famille!! -Un concentré de vidéos sur notre quotidien avec pleins de délires et de rires mais aussi des choses très sérieuses !,Vlog,554,9.551724137931034,58,2164,3.9061371841155235,37.310344827586206,8.74,24.02239664384845,1.5,0.76,1.88260273679648,0.6032566258302638,5.74,15.813996594680885,38.8
21,UCavGTfnqA5IgDAqqxo2aFHg,Martin Sellner Vlogs,2017-12-29,,Vlog,20986,499.6666666666667,42,1261064,60.09072715143429,30025.333333333332,380.04761904761904,1.391938178605479,3.0,72.14285714285714,0.25427502541471464,0.6679737688161017,1944.2380952380952,7.432337704953072,30037.261904761905
22,UCAFEjkCcMPmVoMR9bCQGYmA,J&A Vlogs,2017-12-13,Hey guys Welcome to our Channel! :) Stay Tuned for some funny Challenges and Pranks!!,Vlog,88,14.666666666666666,6,2086,23.704545454545453,347.6666666666667,3.0,1.16369298292401,10.6,0.8571428571428571,0.19740805920156856,-0.27138085373633414,14.0,4.994675823796755,296.85714285714283
23,UClLMVwfKw2AunqCn4Oo-KNg,Sbeata VLogs & games,2017-12-12,,Vlog,18487,528.2,35,150866,8.160653432141505,4310.457142857143,61.51428571428571,1.4734959738115805,3.0,2.5428571428571427,0.058564869954554205,-0.5852199270077638,580.8857142857142,13.817863225768212,4314.5142857142855
24,UCMW2-dnYi6R4eSlsowsBq8g,Cryptocurrency Vlog,2017-12-09,"A vlog about my adventure in buying, selling, and trading Cryptocurrency. Please note that I am not a professional or certified financial advisor and you take all ...",Vlog,4123,19.540284360189574,211,325991,79.06645646374,1544.9810426540284,10.38,2.2267922306265846,0.8,0.9,0.1220806185374567,-1.1782057037975397,28.52,5.846397513539456,685.94
25,UCpD8oaklL301_RUAgWKdPRg,Zaza's Vlogs,2017-12-08,სდაროვა ყველას მე ვარ Zaza's Vlogs-ი მე გადავიღებ ვლოგებს ჩემი იუთუბის სახელიდან...,Vlog,216,6.352941176470588,34,6120,28.333333333333332,180.0,9.941176470588236,6.240959998195572,3.9,3.264705882352941,1.9477697788401078,-0.3708278045742388,21.38235294117647,13.433067675837265,174.55882352941177
26,UCs58q5h3KIt6qTVNuJ5-Whg,Kreatywny Vlog,2017-12-05,,Vlog,3522,59.69491525423729,59,171977,48.82935831913685,2914.864406779661,14.26,0.49215234472943803,2.3,11.62,0.44577577728109913,-0.19567277664075022,160.1,7.37399541440233,3214.4
27,UChPBBE24xvTuKnn5IK-NdJg,The Faizan Sial vlogs,2017-11-28,For enquiries Contact me on Instagram: https://www.instagram.com/thefaizansial/ Snapchat:faizansial.,Vlog,309,34.333333333333336,9,8430,27.281553398058254,936.6666666666666,6.888888888888889,0.6237999416175045,8.9,1.8888888888888888,0.2167085903978675,1.7061819972332488,61.55555555555556,10.249778352414424,977.5555555555555
28,UCFctFIqs0b_JnqjrslXcwXA,trisha's vlog,2017-11-25,Guys sa mga na ka pag subscribe sa akin sa shang fam dito na po kayo magsubscribe ksi po nklimutan ko na po ung pass. Ty po.,Vlog,71,17.75,4,1081,15.225352112676056,270.25,37.75,13.792388884324868,9.3,1.5,0.5450234789095443,-0.058540118548447664,6.5,2.3920167479135985,268.5
29,UCEt7HVUvq21FN2vm4RCcyLw,VLOG** PRISHTINA**,2017-11-23,"Mos pritoni me prek SUBSCRIBE dhe LIKE:se qdo video dot del ma e mir.Dhe kena me vazhdu me: VLOG,MAGIC,STREET BALL ETJ.Mos harroni me ba 200 ...",Vlog,22,1.2222222222222223,18,1845,83.86363636363636,102.5,1.8,1.578590388979408,9.8,0.5333333333333333,0.5048672463296114,-0.27758427723170415,3.4,3.0465376933119117,121.53333333333333
30,UCRSSEcNnFKURWw1NZ7DpRCg,Neil & Nile Vlogs,2017-11-22,A Father & Son on a quest to Entertain! Join the Journey.,Vlog,106914,5091.142857142857,21,3446656,32.237648951493725,164126.47619047618,396.57142857142856,0.24979264495373626,7.7,31.428571428571427,0.01998889893163347,-0.2412154439272864,6967.761904761905,4.378083847577011,164236.85714285713
31,UC1eWY5W3EWPI2QcsAHeUFGA,Burrito Boy Vlogs official 17,2017-11-18,"Hello guys, pls sub, comment you subbed liked, Pls help me get my goal of 200 Subs pls sub I'm Burrito Boy Pls sub.",Vlog,152,0.9101796407185628,167,6243,41.07236842105263,37.383233532934135,2.5,6.961041751050788,2.1,0.98,4.072391663166975,-0.33581037666341784,5.74,15.219648200193648,37.38
32,UCAEvHmVZDuqOcP1YQMihnig,Kênh Tổng Hợp vlog,2017-11-16,Đăng kí kênh giúp mình đi ạ.. Năm nỉ các bạn đó.,Vlog,1262,16.605263157894736,76,85162,67.48177496038035,1120.5526315789473,10.28,1.8316202417324214,2.6,3.08,0.23444122502432385,-12.154216978025488,12.58,4.784585084783672,1484.18
33,UCfVgNj3dEDoSZy-hz18fSOw,GRANDENIKO VLOG,2017-11-13,Всем привет! Добро пожаловать на мой канал. Хочу поделиться главным свои увлечением - Кулинарией. Стараюсь...,Vlog,22738,56.987468671679196,399,8335143,366.5732694168353,20890.082706766916,147.56,1.2375674703375878,0.5,207.02,1.4964874738564986,-1.5848933846604376,573.08,4.764089267122682,12815.52
34,UCpqv6Ev7CPZrhWaGG9mdtCA,FamilyRoss Vlog,2017-11-13,"Famille nomade départ imminent , Voyage - IEF - Minimalisme - Partage Nous quittons tout partir vivre sur les routes dans quelques semaines... Nous c'est ...",Vlog,13100,64.5320197044335,203,1592313,121.5506106870229,7843.906403940887,139.32,1.9457431059543981,1.0,18.7,0.2584360179943658,0.020038954251840484,408.76,5.800908404603479,7406.24
35,UCcNtltXOjp_NiFCXHeVOYcQ,Dina Tokio Vlogs,2017-11-12,"A channel sharing family life, fashion, beauty, being a mum and perhaps a little travelling.. Business and Collaborations: management@dinatorkia.com PO BOX ...",Vlog,100613,5589.611111111111,18,3855541,38.320505302495704,214196.72222222222,488.3888888888889,0.23090265896457343,6.2,116.5,0.05263537234986572,-0.31914851309645664,6777.277777777777,3.2210075673783125,214339.16666666666
36,UCyGN2KtN8xFFqSsrSWJbZag,Barbara & Hendrik Vlogs,2017-11-10,"Hey =) Wir sind Barbara und Hendrik und freuen uns, dass du auf unserem Kanal gelandet bist. Herzlich willkommen! Wir zwei kennen uns seit wir 15 waren ...",Vlog,91300,4150.0,22,3046153,33.36421686746988,138461.5,660.6363636363636,0.43471213904124384,3.6,68.13636363636364,0.04581757949086165,-0.38203066140696873,8489.545454545454,6.202516024745804,138512.31818181818
37,UCTO1UDVvD6r9Yg2e6HLKUyg,phill vlogs 123,2017-11-09,Oh hi my name is phill vlogs 123 (and gamer) some times I do vlogs and I do gaming every Saturday and Sunday and some time on Friday And I do little updates ...,Vlog,328,2.3098591549295775,142,2249,6.8567073170731705,15.838028169014084,0.92,5.891333015849145,1.3,0.36,1.7496634495413141,-0.6173278283601874,1.86,13.985177066945853,16.78
38,UC1wuUnhnAdbCDDNlqrY6Ufw,Belal Ayan Vlogs,2017-11-07,,Vlog,53,1.4722222222222223,36,1135,21.41509433962264,31.52777777777778,4.166666666666667,13.236047737927642,4.4,1.2222222222222223,4.275954774231555,0.13194113622209722,2.388888888888889,8.377972209633024,31.5
39,UCY2GU6wvWaXMvGUW3q_PBqw,ClawCouple SG Vlogs,2017-10-24,"We are a couple based in Singapore, and here is where we document all our journey playing claw machines, UFO catchers and unboxing of the prizes! Videos ...",Vlog,920,13.93939393939394,66,54057,58.75760869565217,819.0454545454545,18.18,3.0644898521217168,2.8,1.94,0.3412263559404996,-0.20782014418878214,17.76,4.077083287897599,630.86
40,UC_xTznYu6dvLwWTLC9ztmGA,pd tài vlog,2017-10-23,"528.851.874 lượt xem đã tham gia 22 thg 10,2017 FACEBOOK:https://m.facebook.com/profile.php?ref=bookmarks gmail:tai15122003333@gmail.com PD TAI ...",Vlog,3095,37.28915662650602,83,947135,306.0210016155089,11411.265060240963,15.82,2.189662080082411,2.8,29.02,0.4874997056860759,283.07942892423534,91.16,3.708236878613936,17033.18
41,UCpPZGjFKAbBF_AURY4rDqWw,Kimbithax vlogs,2017-10-22,QUE TE IMPORTA WEY.... .|.,Vlog,155,5.535714285714286,28,2247,14.496774193548386,80.25,4.857142857142857,5.668920343770479,6.6,3.892857142857143,5.295119950611279,-0.16245643950376237,4.928571428571429,6.735378437468688,79.78571428571429
42,UC-gTvS58qVpSrTEii8mA1Ng,Mallika Vlogs,2017-10-19,,Vlog,58481,1392.404761904762,42,3619876,61.8983259520186,86187.52380952382,736.6428571428571,1.0157520990611413,4.6,873.0952380952381,0.9879095219077337,0.39707590246926655,3030.5476190476193,4.039789875967318,86269.95238095238
43,UCqVJEl5VkqcbTiTBotOQEWA,Mạnh Cường Vlogs,2017-10-05,"Hi. Xin Chào Tất Cả Các Bạn Đến Với Channel Của Mình, Mình Là Mạnh Cường Vlogs Đây! Tên Đầy Đủ Của Mình Là Nguyễn Mạnh Cường. Các...",Vlog,4391,26.774390243902438,164,514256,117.11591892507401,3135.7073170731705,18.6,10.606871477390758,1.0,5.1,1.35783374018904,-64.2067843288152,36.92,12.403883907403252,9682.78
44,UCEWxNW2lGzT--ofcyPMAtKw,Vật Vờ Vlog,2017-10-02,,Vlog,64546,1955.939393939394,33,4217899,65.34717875623586,127815.12121212122,186.33333333333334,0.1438827545551071,2.4,102.84848484848484,0.08237845634591065,-0.040548405781863396,2166.5454545454545,2.0516970660734932,127828.60606060606
45,UC1GIxLoG3AjLHITcGWr5teg,J Plans Vlogs,2017-09-30,Welcome to my vlogging channel! I have my main channel over at www.youtube.com/joanneplans On my vlogging channel you will get a peak in my day to day ...,Vlog,804,8.553191489361701,94,18089,22.498756218905474,192.43617021276594,22.92,11.186803890948028,2.9,0.74,0.4779332889550866,-0.22788553445179083,35.84,18.5594575051166,196.66
46,UC1S7qAFuHV1DgCpKzu7SAEA,Jordan Lipscombe Vlogs,2017-09-28,,Vlog,89734,7477.833333333333,12,1324257,14.75758352463949,110354.75,272.75,0.2526755889874403,17.3,29.833333333333332,0.02551923779026592,-0.3044623967367011,4469.083333333333,4.388277932074563,110379.5
47,UC-XXD_eJ1NUeWb1T4q92PoA,Taylor Girlz VLOGS,2017-09-14,,Vlog,319706,5709.035714285715,56,14395857,45.0284229886208,257068.875,921.3,0.4177735965871069,4.2,200.1,0.08103894346013807,-0.297111287595109,9084.7,4.2388290847352845,254895.1
48,UCLo6coW2KeMqcC-i069uGVA,skv vlogs,2017-09-06,I use subayyar video because am upload vlogs dance and videos.,Vlog,236,26.22222222222222,9,739,3.1313559322033897,82.11111111111111,2.3076923076923075,4.038455883059866,3.8,0.23076923076923078,0.25850134117850654,0.6260031605732203,25.923076923076923,33.399549139743186,56.46153846153846
49,UCcmyno3WlcnZ0SZyu1H-EHw,JOSHUA DANIEL VLOGS,2017-09-03,"I MAKE VIDEOS FOR COLLABORATIONS BUSSINESS,SPONSORSHIP AND OTHER CONTENTS YOU CAN CONTACT ME AT: jdsantosreyes@gmail.com.",Vlog,231,17.76923076923077,13,1650,7.142857142857143,126.92307692307692,4.538461538461538,7.283818409705406,14.6,5.461538461538462,6.676448684641125,-31.84338006954171,3.076923076923077,17.920773412112982,126.92307692307692
50,UC_hoQDD6zKcIqpIYLsFbBeA,Mo Vlogs,2013-09-22,Im 21 years old I live in Dubai. On my youtube Channel i am a vlogger. (Dubai youtuber) Business email : movlogsbusiness@gmail.com POSTAL ...,Vlog,5344160,4792.968609865471,1115,1402550586,262.4454705697434,1257892.9022421525,7676.76,0.8121358824094151,1.0,2778.02,0.2870303485875366,-0.6647603240703871,32305.84,3.4327592373819225,968510.24
51,UCh2tqiv-kcjBhkBVJ7iqH1w,OH's Life Vlog,2017-07-28,"Vlog about Oa and Hugh' s life story. เรื่องราวของเรา ""โอ๋"" สาวอุบลกับ ""ฮิว"" สามีชาวอังกฤษ สามีฝ...",Vlog,6524,19.890243902439025,328,1464443,224.47011036174126,4464.765243902439,38.12,3.4535829088331234,0.8,1.24,0.05248081302493215,0.9239336711650747,50.92,4.231694846952353,1545.14
52,UCRJOoaHq957oP2rkCSf9ASg,Candoos Family Vlogs,2010-07-21,"WELCOME To the life of the CANDOOS! We are a family of 7, trying to break through the struggles of Marriage, School, and having a crazy house full.",Vlog,17214,29.730569948186528,579,3252366,188.9372603694667,5617.21243523316,45.52,0.8736226225866781,1.9,10.0,0.18866795078174206,-0.31362615104194214,221.2,4.064399256876816,6213.32
53,UCwuRC9oEYPRV_drofrS-4kg,Alex Mandel Vlog,2012-03-26,Hey I'm Alex and I like to think of myself as a majestic seahorse prancing through the depths of the Pacific. Come prance with me!,Vlog,481368,610.0988593155894,789,70667155,146.8048457728806,89565.46894803549,139.08,0.44578795800023807,6.2,70.92,0.22977896420625343,-0.06036374891125086,1128.6,3.771399219046249,34599.64
54,UC25bz9vwCn8Wfhj1reE6OhQ,NGA Vlogs,2013-04-14,Đăng ký miễn phí: https://goo.gl/Guok66 ▻ FB Cá Nhân: https://www.facebook.com/hoanganhc ▻ Fanpage: https://www.facebook.com/TheOnePieceC/?fref=ts ...,Vlog,79594,95.89638554216867,830,29918195,375.8850541498103,36046.01807228916,21.12,0.15131125040911228,0.6,9.42,0.06839786793713315,-0.8186288010345233,187.92,1.3028444183669217,14418.72
55,UCNn6AaHharXIbkRleXGboiQ,Mumbiker Nikhil,2013-07-03,ABOUT ME: I LOVE TO VLOG MY LIFE Camera : Lumix GH5s and Canon 80D/ Canon G7X mark 2 Follow me on instagram : nikkkhil Thank you.,Vlog,1198679,2052.5325342465753,584,194790548,162.50434686851108,333545.4589041096,5556.02,0.9970310038531253,1.1,1452.36,0.2648564332725669,-0.6860567415722018,47851.08,8.635531510880142,551490.88
56,UCrUbqTCagwsaP2Fmr0p1TsA,MoreZoella,2012-09-04,Business Contact: http://bitly.com/contactzoella Day in the life videos Bloopers Extras & general life-ness.,Vlog,4892357,10705.37636761488,457,726219472,148.4395909783362,1589101.6892778995,976.9,0.09937861678788558,3.5,663.42,0.05385996824788197,-0.26412379794904783,53079.12,4.901337375897952,1090880.2
57,UCJZ7f6NQzGKZnFXzFW9y9UQ,SHAYTARDS,2008-10-01,If life's worth living then it's worth recording!!!,Vlog,5039547,1922.7573445249905,2621,2738220384,543.3465317418411,1044723.5345288058,1691.8,0.2962824939513199,10.6,1167.46,0.11267345983482102,-0.28201198753186674,19179.9,2.948280079680074,861988.24
58,UCXraD85Dh_zvmkR4fwuOUpA,Sydney Trains Vlogs,2013-03-07,"Hello Everyone, My name is Phil and welcome to the world of Sydney Trains Vlogs. Im a train spotter based in Sydney, NSW, Australia. On this channel you will ...",Vlog,8560,3.90154968094804,2194,7419231,866.732593457944,3381.6002734731087,53.24,1.0476610162331865,4.4,3.94,0.08330524607542256,-0.03652164258878363,89.48,1.9847055688120223,5485.12
59,UC7qaNVPckYkv499IUZC8xQw,Sham Idrees VLOGS,2016-03-25,Sham Idrees Vlogs Channel Main Channel: http://Youtube.com/shamidrees Fitness Channel: http://Youtube.com/channel/UCcoWQA-JqDZ5WSh9LSd56Ug.,Vlog,1148858,1895.805280528053,606,279549253,243.3279421825848,461302.397689769,5879.9,1.4426668476899205,1.0,1927.54,0.4719076806135183,0.2989553380109421,22544.08,5.433261324184964,438421.1
60,UCaaId-kElw2_A_8Z2HrtDXQ,Mr DT,2013-01-04,"DT is best known for his views on Arsenal Fan TV, he is a passionate, life long Arsenal supporter with a clear sense of humour. Join him on his YouTube channel ...",Vlog,171586,589.6426116838488,291,25194949,146.83569172310095,86580.58075601375,446.9,0.6002093445841832,1.4,78.74,0.12996180887195302,-4.343681364508048,1983.54,2.737578674578166,70740.28
61,UC4GeYPaBvft1uzEb3be-QqA,VBO Vlogs,2013-07-19,ABOUT ME: i Vlog whenever i can. i love to travel and love to make prank video.. Editing software : Adobe premier pro CS 6 Car: Swift 2015 Dzire Vdi I do ...,Vlog,73567,377.26666666666665,195,6176085,83.95183981948428,31672.23076923077,39.84,0.930797531608897,1.7,34.74,0.5901958695825659,-30.075000517674173,247.38,3.913835848329433,11344.72
62,UCiUrEPdYE47Y3jaxyAplCQA,Forever Youngs,2015-06-21,"Welcome to life with the Youngs! My name is Kathryn, and I am a former ballerina with the New York City Ballet. My husband is Eric and he is a member of the ...",Vlog,10171,442.2173913043478,23,201609,19.821944744862844,8765.608695652174,64.73913043478261,0.804799781278444,39.1,1.826086956521739,0.022639514529263004,-0.08852486131452383,260.1304347826087,3.2129554659461905,8766.0
63,UC72852CcuBFOfPJRMwv4tiA,Luiz Vlogs,2016-12-26,"Olá gente☀   Tudo Bem ?   QUER SABER COMO É O DIA A DIA NOS ESTADOS UNIDOS ? SE SIM, SE INSCREVA NO MEU CANAL, POIS EU MORO NOS ...",Vlog,456,5.772151898734177,79,11164,24.482456140350877,141.31645569620252,7.68,6.51684563653466,5.5,1.9,1.4929286435740776,-0.04881408960465622,23.16,23.899737862932728,125.58
64,UCCLLH4yd0Qd7-L9FnnVaG_A,Karlee Steel Vlogs,2016-06-02,Hey! This is my vlog channel :) Enjoy. My main channel is Karlee Steel.,Vlog,263319,3464.7236842105262,76,11885692,45.13799611877609,156390.68421052632,347.34,0.25185480825148093,6.3,138.78,0.07632284629640515,5.743904042090379,4689.84,2.991971232426907,201046.98
65,UCQX_MZRCaluNKxkywkLEgfA,Date un Vlog,2016-07-31,,Vlog,281585,1864.8013245033112,151,13570985,48.194985528348454,89874.07284768212,850.58,0.9046597620704993,3.3,186.8,0.1161900098842206,-0.31182186734267353,7255.86,8.718035549351894,89117.86
66,UCx0e3qLS150V4V29LIpkwlg,Roxette Arisa Vlogs,2016-03-31,Welcome to my official vlog channel! Have you checked out my main channel? www.youtube.com/roxettearisa.,Vlog,142787,1180.0578512396694,121,3784535,26.504758836588763,31277.14876033058,627.3,1.0211164403507784,9.3,51.82,0.08326261229741544,0.5085432186248005,2020.64,4.83981763555352,69471.02
67,UCUGvpKUP8D8yLrTfK9PfrcA,Allen Family Vlogs,2016-01-03,,Vlog,24925,41.47254575707155,601,4364868,175.12008024072216,7262.675540765391,45.62,0.8935430574559853,3.9,12.7,0.2969637501478024,-0.044453125399493774,233.58,4.586410381372349,5501.0
68,UCbwTLM6EUIdHu2SVc1tJePQ,Marie's Life Vlogs And Mysteries,2014-06-30,MARIE'S LIFE VLOG'S AND MYSTERIES ON MY YOU TUBE CHANNEL YOU WILL FIND MANY TYPES OF VIDEOS TO KEEP YOU ENTERTAINED VLOG'S ...,Vlog,8382,29.72340425531915,282,611908,73.00262467191601,2169.886524822695,126.74,4.6855075332791865,1.4,8.94,0.3578628520535155,-0.5170125094564558,453.46,17.20142576567369,2905.3
69,UCbt_1rDSG5NCWvtBfeGN43w,GEGE Vlog,2014-11-02,Welcome To GeGe Vlog It all started out with vlogging on YouTube and soon I realized that my true passion is in cinematography. Even though I was editing for ...,Vlog,6644,43.71052631578947,152,444123,66.84572546658639,2921.8618421052633,4.32,1.391521383663261,8.3,1.62,0.43995637177451236,-0.30067477008857935,15.34,5.126758062681972,469.62
70,UCF0x2gU45vOoIGg6IE6UR2w,Lily May’s vlogs,2016-10-30,Trying to upload every Monday.,Vlog,52,4.333333333333333,12,906,17.423076923076923,75.5,0.75,1.0503703127715514,24.8,0.08333333333333333,0.15723270440251572,0.09721439245754565,2.75,5.412470330696952,74.75
71,UCoK-3ZQ4HBpHDKbVWg1LQZA,Hayky Vlog,2007-08-15,madalina_costin91@yahoo.com INSTAGRAM: @hayky SPACHAT: MadalinaHayky Facebook: Hayky Vlog Winner of Beauty Vlogger of the year- NYX Face ...,Vlog,59027,362.12883435582825,163,4055997,68.71426635268605,24883.41717791411,153.54,1.198183046704547,5.6,56.82,0.1664791159704573,-0.09392024823546734,962.76,5.802573125817075,19872.76
72,UCoKGanMmrKj8RAqAwS5vRug,Landon Vlogs,2014-08-19,"This is my Daily Vlogging Channel !! Business Inquiries: landondtalks@gmail.com P.O BOX # 14015 2408 Lakeshore Blvd W. Etobicoke, On M8V4A2.",Vlog,49873,35.93155619596542,1388,3630913,72.80318007739659,2615.9315561959656,18.32,2.869064365694235,1.0,3.62,0.4607922810316379,-1.3349673046797772,57.72,8.939711109987552,725.14
73,UCyjhyJoPHcQRxPLnWPjOecg,J House Vlogs,2014-08-15,"We are loving, learning, serving, and playing together with our 5 little kids: Isaac (9), Elise (7), Caleb (5), Laura (3), and our beautiful little baby girl. We love ...",Vlog,1318076,1208.135655362053,1091,1010550793,766.6862859197801,926261.038496792,1201.36,0.5318140844034527,1.3,178.1,0.05037719921571855,-1.715560322367888,4617.08,2.012094737321992,304009.84
74,UCVBXum_ntfgHgHCOYtGOmEw,ZaidAliT Vlogs,2012-09-15,Subscribe For Daily Vlogs! Zaid Ali TV ZaidAliT Inc.,Vlog,850858,5094.958083832335,167,139694797,164.1810936725047,836495.7904191617,1700.2,0.1278080856716422,24.1,646.98,0.045944400693292614,0.33105429084952587,28482.7,2.2957763936407205,1266739.18
